            table_name             |           column_name            
 marketing_trends                  | creator_handle
 marketing_trends                  | audio_title
 marketing_trends                  | platform
 meta_budget_history               | user_name
 meta_budget_history               | user_email
 meta_budget_history               | ad_account_id
 meta_budget_history               | entity_type
 meta_budget_history               | entity_id
 meta_budget_history               | entity_name
 meta_budget_history               | budget_type
 meta_budget_history               | currency
 feedback_questions                | question_type
 feedback_questions                | question_text
 financial_pending_classifications | original_description
 financial_pending_classifications | suggested_description
 financial_pending_classifications | transaction_type
 financial_pending_classifications | external_id
 financial_pending_classifications | ai_reasoning
 financial_pending_classifications | status
 commission_plans                  | name
 commission_plans                  | period_type
 commission_plans                  | tier_mode
 commission_plans                  | cargo
 commission_plans                  | commission_model
 email_queue                       | recipient_email
 email_queue                       | recipient_name
 email_queue                       | subject
 email_queue                       | html_content
 email_queue                       | meeting_url
 email_queue                       | status
 email_queue                       | error
 tiktok_post_options               | option_type
 tiktok_post_options               | value
 sales_user_ote                    | notes
 hr_documents                      | document_type
 hr_documents                      | title
 hr_documents                      | description
 hr_documents                      | file_url
 hr_documents                      | file_name
 hr_documents                      | status
 deal_loss_reasons                 | name
 marketing_idea_assignees          | role
 whatsapp_group_participants       | group_jid
 whatsapp_group_participants       | phone
 whatsapp_group_participants       | name
 form_field_events                 | field_id
 form_field_events                 | event
 form_responses                    | client_name
 form_responses                    | client_phone
 form_responses                    | email
 form_responses                    | phone
 form_responses                    | match_method
 form_responses                    | utm_source
 form_responses                    | utm_medium
 form_responses                    | utm_campaign
 form_responses                    | utm_content
 form_responses                    | utm_term
 marketing_references              | title
 marketing_references              | type
 marketing_references              | url
 marketing_references              | thumbnail_url
 marketing_references              | storage_path
 marketing_references              | source_url
 marketing_references              | notes
 team_roles                        | name
 team_roles                        | description
 team_roles                        | color
 team_roles                        | area
 team_roles                        | cargo
 team_roles                        | seniority
 commission_periods                | status
 commission_periods                | notes
 role_permissions                  | permission
 event_checklist                   | title
 event_checklist                   | description
 event_checklist                   | category
 event_checklist                   | priority
 deal_operation_briefings          | tempo_atuacao
 deal_operation_briefings          | ja_fez_mentoria
 deal_operation_briefings          | conhece_cliente_nossa
 deal_operation_briefings          | ultimos_faturamentos
 deal_operation_briefings          | margem_lucro
 deal_operation_briefings          | horas_atende_dia
 deal_operation_briefings          | foco_atuacao
 deal_operation_briefings          | objetivo_mentoria
 deal_operation_briefings          | cidade
 deal_operation_briefings          | estrutura_clinica
 deal_operation_briefings          | numero_funcionarios
 deal_operation_briefings          | especialidade
 deal_operation_briefings          | dias_atende_semana
 deal_operation_briefings          | trafego_investimento
 deal_operation_briefings          | tem_caixa
 deal_operation_briefings          | equipamentos
 deal_operation_briefings          | observacoes
 deal_operation_briefings          | trafego_investimento_periodo
 deal_operation_briefings          | ja_fez_mentoria_quem
 deal_operation_briefings          | conhece_cliente_nossa_quem
 deal_operation_briefings          | pais
 deal_operation_briefings          | pais_codigo
 deal_operation_briefings          | estado
 deal_operation_briefings          | estado_uf
 deal_operation_briefings          | moeda_codigo
 product_bonuses                   | label
 product_bonuses                   | description
 product_bonuses                   | color
 hr_provider_invoices              | invoice_number
 hr_provider_invoices              | file_url
 hr_provider_invoices              | file_name
 hr_provider_invoices              | notes
 hr_provider_invoices              | status
 hr_provider_invoices              | rejection_reason
 marketing_tasks                   | title
 marketing_tasks                   | description
 bank_accounts                     | name
 bank_accounts                     | bank_name
 bank_accounts                     | bank_code
 bank_accounts                     | agency
 bank_accounts                     | agency_digit
 bank_accounts                     | account_number
 bank_accounts                     | account_digit
 bank_accounts                     | account_type
 bank_accounts                     | currency
 bank_accounts                     | color
 bank_accounts                     | notes
 bank_accounts                     | logo_url
 bank_accounts                     | manager_name
 bank_accounts                     | manager_email
 bank_accounts                     | manager_phone
 bank_accounts                     | agency_street
 bank_accounts                     | agency_number
 bank_accounts                     | agency_neighborhood
 bank_accounts                     | agency_complement
 bank_accounts                     | agency_city
 bank_accounts                     | agency_state
 bank_accounts                     | agency_zip_code
 bank_accounts                     | card_brand
 bank_accounts                     | card_last_digits
 bank_accounts                     | openfinance_connection_id
 bank_accounts                     | openfinance_account_id
 bank_accounts                     | openfinance_institution
 bank_accounts                     | openfinance_provider
 ai_usage_logs                     | model
 event_feedback_responses          | question_text
 event_feedback_responses          | response_value
 push_subscriptions                | endpoint
 push_subscriptions                | p256dh
 push_subscriptions                | auth
 push_subscriptions                | user_agent
 user_sector_access                | sector_id
 user_sector_access                | role_in_sector
 client_contracts                  | currency
 client_contracts                  | payment_option
 client_contracts                  | file_url
 client_contracts                  | file_name
 client_contracts                  | notes
 client_contracts                  | status
 client_contracts                  | status_reason
 client_contracts                  | contract_type
 client_contracts                  | negotiation_type
 client_contracts                  | negotiation_description
 client_contracts                  | payment_method
 client_contracts                  | cancellation_reason
 client_contracts                  | cancellation_justification
 client_contracts                  | clinica_ryka_status
 client_contracts                  | clinica_ryka_error
 client_contracts                  | clinica_ryka_external_id
 client_contracts                  | payment_status
 insights_layouts                  | name
 insights_layouts                  | type
 system_settings                   | key
 system_settings                   | description
 content_strategies                | positioning
 content_strategies                | audience
 content_strategies                | tone
 zapp_conversations                | phone_e164
 zapp_conversations                | contact_name
 zapp_conversations                | channel
 zapp_conversations                | external_thread_id
 zapp_conversations                | last_message_preview
 zapp_conversations                | group_jid
 zapp_conversations                | avatar_url
 zapp_conversations                | sector_id
 meta_campaign_alert_events        | campaign_id
 meta_campaign_alert_events        | metric
 meta_campaign_alert_events        | message
 sales_incentive_tiers             | label
 leadads_page_subscriptions        | page_id
 leadads_page_subscriptions        | page_name
 leadads_page_subscriptions        | page_access_token
 internal_messages                 | content
 internal_messages                 | message_type
 internal_messages                 | file_url
 internal_messages                 | file_name
 internal_messages                 | file_type
 consultant_weekly_checklist       | item_key
 consultant_weekly_checklist       | notes
 marketing_copilot_messages        | role
 marketing_copilot_messages        | content
 marketing_copilot_messages        | tool_call_id
 marketing_copilot_messages        | tool_name
 spiff_spins                       | notes
 spiff_spins                       | prize_label
 spiff_spins                       | payment_status
 spiff_spins                       | payment_notes
 notifications                     | type
 notifications                     | title
 notifications                     | content
 notifications                     | link
 notifications                     | source_type
 notifications                     | sector_id
 products                          | name
 products                          | description
 products                          | mls_level
 products                          | color
 products                          | nfse_item_lista_servico
 products                          | nfse_codigo_tributacao_municipio
 products                          | nfse_description_template
 marketing_hooks                   | text
 marketing_hooks                   | category
 marketing_hooks                   | source
 marketing_hooks                   | source_post_id
 marketing_hooks                   | source_platform
 marketing_hooks                   | source_url
 marketing_hooks                   | notes
 hr_job_applications               | candidate_name
 hr_job_applications               | candidate_email
 hr_job_applications               | candidate_phone
 hr_job_applications               | candidate_city
 hr_job_applications               | candidate_state
 hr_job_applications               | candidate_gender
 hr_job_applications               | candidate_race
 hr_job_applications               | candidate_sexual_orientation
 hr_job_applications               | candidate_pcd_type
 hr_job_applications               | desired_position
 hr_job_applications               | desired_seniority
 hr_job_applications               | resume_url
 hr_job_applications               | cover_letter
 hr_job_applications               | status
 hr_job_applications               | notes
 hr_job_applications               | ai_report
 hr_job_applications               | profiler_result_code
 contract_company_defaults         | company_name
 contract_company_defaults         | company_cnpj
 contract_company_defaults         | company_address
 contract_company_defaults         | company_representative
 contract_company_defaults         | company_representative_cpf
 contract_company_defaults         | company_email
 contract_company_defaults         | default_jurisdiction
 playbook_items                    | name
 playbook_items                    | content_type
 playbook_items                    | text_content
 playbook_items                    | media_url
 playbook_items                    | media_filename
 playbook_items                    | sector_id
 playbook_items                    | link_url
 playbook_items                    | link_title
 playbook_items                    | link_description
 playbook_items                    | template_header
 playbook_items                    | template_body
 playbook_items                    | template_footer
 playbook_items                    | visibility
 playbook_items                    | media_caption
 whatsapp_groups                   | group_jid
 whatsapp_groups                   | name
 whatsapp_groups                   | description
 whatsapp_groups                   | owner_phone
 whatsapp_groups                   | sentiment
 whatsapp_groups                   | sentiment_reason
 event_participants                | guest_name
 event_participants                | guest_email
 event_participants                | guest_phone
 event_participants                | notes
 event_participants                | guest_rg
 internal_chats                    | name
 account_addons                    | status
 client_instagram_metrics_history  | username
 zapp_messages                     | direction
 zapp_messages                     | content
 zapp_messages                     | message_type
 zapp_messages                     | external_message_id
 zapp_messages                     | sender_phone
 zapp_messages                     | sender_name
 zapp_messages                     | media_url
 zapp_messages                     | media_type
 zapp_messages                     | media_mimetype
 zapp_messages                     | media_filename
 zapp_messages                     | delivery_status
 zapp_messages                     | media_encrypted_url
 zapp_messages                     | media_key
 zapp_messages                     | media_download_status
 zapp_messages                     | transcription
 zapp_messages                     | quoted_message_id
 zapp_messages                     | quoted_content
 zapp_messages                     | quoted_sender_name
 client_subscriptions              | product_name
 client_subscriptions              | currency
 client_subscriptions              | notes
 form_sessions                     | session_token
 form_sessions                     | last_field_id
 form_sessions                     | utm_source
 form_sessions                     | utm_medium
 form_sessions                     | utm_campaign
 form_sessions                     | utm_content
 form_sessions                     | utm_term
 form_sessions                     | referrer
 form_sessions                     | user_agent
 form_sessions                     | ip_hash
 form_sessions                     | country
 marketing_performance_insights    | platform
 marketing_performance_insights    | insight_type
 marketing_performance_insights    | title
 marketing_performance_insights    | description
 client_milestones                 | milestone_type
 client_milestones                 | title
 client_milestones                 | value_label
 client_milestones                 | notes
 client_milestones                 | cover_url
 client_relationships              | relationship_label
 client_relationships              | notes
 client_event_deliveries           | delivery_method
 client_event_deliveries           | notes
 sales_spiffs                      | name
 sales_spiffs                      | description
 sales_spiffs                      | bonus_type
 sales_spiffs                      | prize_type
 sales_spiffs                      | custom_prize_description
 sales_spiffs                      | trigger_window_type
 google_drive_folders              | drive_folder_id
 google_drive_folders              | folder_name
 google_drive_folders              | seller_name
 google_drive_folders              | shared_drive_id
 google_drive_folders              | last_page_token
 funnel_config_alerts              | alert_type
 funnel_config_alerts              | stage_name
 instagram_post_options            | option_type
 instagram_post_options            | value
 sales_records                     | currency
 sales_records                     | description
 sales_records                     | external_id
 deal_activities                   | type
 deal_activities                   | title
 deal_activities                   | content
 deal_activities                   | old_value
 deal_activities                   | new_value
 deal_activities                   | file_url
 deal_activities                   | file_name
 rate_limit_logs                   | identifier
 rate_limit_logs                   | action
 client_life_events                | event_type
 client_life_events                | title
 client_life_events                | description
 client_life_events                | source
 client_life_events                | image_url
 client_life_events                | message
 client_life_events                | send_status
 client_life_events                | send_error
 lead_field_values                 | value_text
 content_pillars                   | name
 content_pillars                   | description
 content_pillars                   | color
 marketing_task_sections           | name
 followup_reactions                | emoji
 renewal_outcomes                  | outcome
 renewal_outcomes                  | loss_reason
 renewal_outcomes                  | loss_notes
 zapp_tags                         | name
 zapp_tags                         | color
 zapp_tags                         | description
 event_gifts                       | name
 event_gifts                       | description
 event_gifts                       | supplier
 event_gifts                       | notes
 event_gifts                       | image_url
 openfinance_sync_logs             | sync_type
 openfinance_sync_logs             | status
 openfinance_sync_logs             | error_message
 openfinance_sync_logs             | provider
 users                             | name
 users                             | email
 users                             | avatar_url
 users                             | meeting_platform
 users                             | meeting_email_advance
 users                             | meeting_email_template
 users                             | zapp_signature
 content_platform_metric_snapshots | platform
 hr_salary_history                 | change_type
 hr_salary_history                 | previous_position
 hr_salary_history                 | new_position
 hr_salary_history                 | previous_department
 hr_salary_history                 | new_department
 hr_salary_history                 | reason
 hr_salary_history                 | notes
 tiktok_posts                      | tiktok_id
 tiktok_posts                      | video_url
 tiktok_posts                      | caption
 tiktok_posts                      | thumbnail_url
 tiktok_posts                      | sound_name
 tiktok_posts                      | ai_objective
 tiktok_posts                      | category
 tiktok_posts                      | notes
 sales_goals                       | currency
 sales_goals                       | external_id
 reminders                         | name
 reminders                         | description
 reminders                         | reminder_type
 reminders                         | whatsapp_template
 reminders                         | email_subject
 reminders                         | email_template
 payers                            | document_type
 payers                            | document
 payers                            | legal_name
 payers                            | trade_name
 payers                            | email_billing
 payers                            | phone_billing
 payers                            | address_zip
 payers                            | address_street
 payers                            | address_number
 payers                            | address_complement
 payers                            | address_neighborhood
 payers                            | address_city
 payers                            | address_state
 payers                            | ie
 payers                            | im
 payers                            | notes
 deal_field_values                 | value_text
 cs_incentive_tiers                | label
 content_pieces                    | title
 content_pieces                    | platform
 content_pieces                    | format
 content_pieces                    | status
 content_pieces                    | hook
 content_pieces                    | script
 content_pieces                    | cta
 content_pieces                    | caption
 content_pieces                    | hashtags
 content_pieces                    | thumbnail_brief
 content_pieces                    | published_url
 content_talents                   | name
 content_talents                   | slug
 content_talents                   | avatar_url
 content_talents                   | bio
 content_talents                   | niche
 content_talents                   | brand_voice
 cost_centers                      | name
 cost_centers                      | code
 cost_centers                      | description
 cost_centers                      | color
 user_instance_preferences         | sector_id
 accounts                          | name
 accounts                          | subscription_status
 accounts                          | email
 accounts                          | phone
 accounts                          | document_type
 accounts                          | document
 accounts                          | contact_name
 accounts                          | street
 accounts                          | street_number
 accounts                          | complement
 accounts                          | neighborhood
 accounts                          | city
 accounts                          | state
 accounts                          | zip_code
 accounts                          | asaas_customer_id
 client_payers                     | relationship
 client_payers                     | notes
 financial_budgets                 | name
 financial_budgets                 | budget_type
 financial_budgets                 | notes
 commission_triggers               | trigger_type
 commission_triggers               | description
 live_sessions                     | title
 live_sessions                     | external_meeting_id
 deals                             | title
 deals                             | contact_name
 deals                             | contact_phone
 deals                             | contact_email
 deals                             | currency
 deals                             | source
 deals                             | notes
 deals                             | status
 deals                             | lost_reason
 deals                             | loss_notes
 deals                             | second_seat_name
 dunning_cases                     | stage
 dunning_cases                     | notes
 roulette_prize_pools              | name
 roulette_prize_pools              | description
 pipelines                         | name
 pipelines                         | description
 pipelines                         | color
 tiktok_profiles                   | username
 tiktok_profiles                   | display_name
 tiktok_profiles                   | profile_picture_url
 tiktok_profiles                   | bio
 content_library_items             | type
 content_library_items             | content
 content_library_items             | platform
 content_library_items             | notes
 content_platform_posts            | platform
 content_platform_posts            | external_id
 content_platform_posts            | url
 content_platform_posts            | thumbnail_url
 content_platform_posts            | caption
 content_platform_posts            | media_type
 zapp_client_suggestions           | match_type
 zapp_client_suggestions           | status
 event_feedback_questions          | question_type
 event_feedback_questions          | question_text
 task_statuses                     | name
 task_statuses                     | color
 task_statuses                     | icon
 playbook_folders                  | name
 playbook_folders                  | sector_id
 playbook_folders                  | visibility
 hr_collaborator_audit_log         | user_name
 hr_collaborator_audit_log         | user_email
 hr_collaborator_audit_log         | action
 youtube_channels                  | channel_id
 youtube_channels                  | username
 youtube_channels                  | display_name
 youtube_channels                  | profile_picture_url
 youtube_channels                  | bio
 client_diagnostics                | business_sector
 client_diagnostics                | business_segment
 client_diagnostics                | company_size
 client_diagnostics                | short_term_goals
 client_diagnostics                | long_term_goals
 client_diagnostics                | current_situation
 client_diagnostics                | pain_points
 client_diagnostics                | previous_solutions
 client_diagnostics                | expectations
 client_diagnostics                | success_criteria
 client_diagnostics                | notes
 contratadas                       | cnpj
 contratadas                       | razao_social
 contratadas                       | nome_fantasia
 contratadas                       | inscricao_municipal
 contratadas                       | inscricao_estadual
 contratadas                       | regime_tributario
 contratadas                       | item_lista_servico
 contratadas                       | codigo_tributacao_municipio
 contratadas                       | provider
 forms                             | title
 forms                             | description
 forms                             | sector_id
 forms                             | slug
 hr_positions                      | title
 hr_positions                      | seniority
 hr_positions                      | description
 hr_positions                      | requirements
 hr_positions                      | education_level
 hr_positions                      | career_path
 vnps_snapshots                    | explanation
 zapp_departments                  | name
 zapp_departments                  | description
 zapp_departments                  | color
 zapp_departments                  | sector_id
 content_platform_accounts         | platform
 content_platform_accounts         | handle
 content_platform_accounts         | external_id
 content_platform_accounts         | access_token
 content_platform_accounts         | refresh_token
 content_platform_accounts         | status
 content_platform_accounts         | last_sync_error
 members_book_settings             | custom_title
 members_book_settings             | custom_description
 members_book_settings             | access_password
 event_costs                       | description
 event_costs                       | supplier
 event_costs                       | invoice_number
 event_costs                       | notes
 event_costs                       | receipt_url
 insights_share_access_requests    | email
 insights_share_access_requests    | status
 consultant_goals                  | metric_type
 consultant_goals                  | notes
 marketing_personas                | name
 marketing_personas                | avatar_emoji
 marketing_personas                | profession
 marketing_personas                | education
 marketing_personas                | age_range
 marketing_personas                | gender
 marketing_personas                | location
 marketing_personas                | business_type
 marketing_personas                | business_size
 marketing_personas                | revenue_range
 marketing_personas                | years_in_business
 marketing_personas                | daily_routine
 marketing_personas                | biggest_dream
 marketing_personas                | biggest_fear
 marketing_personas                | notes
 marketing_personas                | ai_summary
 digital_contracts                 | contract_number
 digital_contracts                 | status
 digital_contracts                 | share_token
 digital_contracts                 | zapsign_document_token
 digital_contracts                 | signed_pdf_path
 digital_contracts                 | client_name
 digital_contracts                 | client_cpf_cnpj
 digital_contracts                 | client_address
 digital_contracts                 | client_email
 digital_contracts                 | client_marital_status
 digital_contracts                 | client_nationality
 digital_contracts                 | client_representative
 digital_contracts                 | client_representative_cpf
 digital_contracts                 | object_description
 digital_contracts                 | service_mode
 digital_contracts                 | payment_method
 digital_contracts                 | jurisdiction
 digital_contracts                 | company_name
 digital_contracts                 | company_cnpj
 digital_contracts                 | company_address
 digital_contracts                 | company_representative
 digital_contracts                 | company_representative_cpf
 digital_contracts                 | company_email
 digital_contracts                 | template_html
 digital_contracts                 | signed_file_url
 events_checkin_view               | title
 events_checkin_view               | address
(1596 rows)

